,F,I,H,H-tilde,H-tilde_std,N
PHACTR3,3.87E-07,1,0,1,0,2
CBARP,3.87E-07,1,0,1,0,2
APOC1,3.87E-07,1,0,1,0,2
IGLV7-46,3.87E-07,1,0,1,0,2
IGLV2-23,3.87E-07,1,0,1,0,2
AP1S2,0.000353974,0.998493515,7.764085332,8.762578846,0.026948747,1829
RHOB,0.000333072,0.997971735,7.743812041,8.741783776,0.02793665,1721
THBD,5.42E-06,0.997188891,3.748373334,4.745562226,0.072769237,28
PRDM8,5.03E-06,0.996503286,3.653544297,4.650047584,0.065474389,26
SLC11A1,0.000191986,0.996360001,7.521309856,8.517669857,0.035059615,992
MYBPC2,7.74E-07,0.995,1,1.995,0.049749372,4
PPM1N,1.70E-05,0.9915894,5.277955542,6.269544942,0.058648362,88
TMCO2,3.87E-07,0.99,0,0.99,0.099498744,2
TCHH,3.87E-07,0.99,0,0.99,0.099498744,2
BOK,3.87E-07,0.99,0,0.99,0.099498744,2
COL6A6,3.87E-07,0.99,0,0.99,0.099498744,2
EPHB3,3.87E-07,0.99,0,0.99,0.099498744,2
CDHR2,3.87E-07,0.99,0,0.99,0.099498744,2
ARG1,3.87E-07,0.99,0,0.99,0.099498744,2
MOXD1,3.87E-07,0.99,0,0.99,0.099498744,2
AC245088.2,3.87E-07,0.99,0,0.99,0.099498744,2
AC021097.2,3.87E-07,0.99,0,0.99,0.099498744,2
ZFP37,3.87E-07,0.99,0,0.99,0.099498744,2
HBD,3.87E-07,0.99,0,0.99,0.099498744,2
LINC02391,3.87E-07,0.99,0,0.99,0.099498744,2
AC116158.1,3.87E-07,0.99,0,0.99,0.099498744,2
LINC02206,3.87E-07,0.99,0,0.99,0.099498744,2
HBA1,3.87E-07,0.99,0,0.99,0.099498744,2
AL031186.1,3.87E-07,0.99,0,0.99,0.099498744,2
TOP2A,1.55E-06,0.99,2,2.99,0.048989795,8
LGALS3,0.000233789,0.986312404,7.622806147,8.609118552,0.035624741,1208
CENPA,1.55E-06,0.985,2,2.985,0.05937171,8
HIST1H3G,1.55E-06,0.9825,2,2.9825,0.063786754,8
CLEC7A,0.000188696,0.981002459,7.525292808,8.506295268,0.038982516,975
YBX3,0.000229725,0.980395494,7.617770906,8.5981664,0.035344592,1187
CDH15,3.87E-07,0.98,0,0.98,0.14,2
HSPA12B,3.87E-07,0.98,0,0.98,0.14,2
IGFBP6,1.55E-06,0.98,2,2.98,0.0678233,8
PCDH9,8.32E-06,0.977813511,4.347046802,5.324860313,0.070687097,43
FCER2,2.75E-05,0.977665733,5.87216893,6.849834664,0.061245944,142
PPIF,7.49E-05,0.975448136,6.906215591,7.881663726,0.045548644,387
NPC2,0.000283528,0.975263601,7.703925964,8.679189565,0.031033984,1465
VSIG4,1.55E-06,0.975,2,2.975,0.08291562,8
GZMM,8.19E-05,0.974154962,6.978150825,7.952305787,0.049591758,423
SOD2,0.000224113,0.974036561,7.619665401,8.593701961,0.034391964,1158
NCF2,0.000214436,0.972530955,7.597849933,8.570380888,0.034568055,1108
GEN1,4.84E-06,0.970753513,3.617796812,4.588550325,0.071298173,25
SNTG2,3.87E-07,0.97,0,0.97,0.170587221,2
NRGN,9.21E-05,0.969947355,7.072097857,8.042045212,0.04908546,476
NAMPT,0.000582151,0.969783188,7.905297257,8.875080445,0.021188819,3008
MPEG1,0.000261465,0.967887212,7.688493712,8.656380924,0.035893917,1351
HSPA1B,3.60E-05,0.964024988,6.182289825,7.146314813,0.064087696,186
TRGC2,2.32E-05,0.960059276,5.698609608,6.658668884,0.056571056,120
CCDC88A,0.000140893,0.958280605,7.390522588,8.348803194,0.042567495,728
CD247,9.54E-05,0.958253453,7.117321837,8.07557529,0.048379983,493
PRMT9,7.93E-05,0.956779607,6.959405529,7.916185136,0.050798507,410
PKIB,1.74E-06,0.9549875,2.197159723,3.152147224,0.067986927,9
ZEB2,0.000315074,0.954574385,7.76437967,8.718954055,0.028068249,1628
SLC7A7,0.000145925,0.951317117,7.411348504,8.362665621,0.038109268,754
TGFBI,0.000152118,0.951263013,7.442119907,8.39338292,0.037072274,786
PTPRF,9.68E-07,0.9509775,1.370950594,2.321928095,1.33E-07,5
LTB,0.000531639,0.950276327,7.91151936,8.861795687,0.02400414,2747
HIST1H4C,0.000297075,0.947365694,7.757821707,8.705187401,0.027875062,1535
AL451074.2,9.68E-07,0.9469775,1.370950594,2.317928095,0.039799497,5
FOXP3,9.68E-07,0.9469775,1.370950594,2.317928095,0.039799497,5
EXOC3L1,9.68E-07,0.9469775,1.370950594,2.317928095,0.039799497,5
AC104024.1,9.68E-07,0.9469775,1.370950594,2.317928095,0.039799497,5
ADAM28,2.90E-05,0.945558952,5.966989401,6.912548353,0.059755841,150
CYBB,0.000291269,0.945234527,7.754897431,8.700131958,0.034876404,1505
TRBC2,0.000170504,0.944597985,7.512885597,8.457483582,0.039864413,881
TREM1,7.84E-05,0.943844038,6.971225406,7.915069443,0.042977745,405
SLC40A1,3.31E-05,0.943353647,6.115664554,7.0590182,0.060099614,171
PLEKHH2,9.68E-07,0.9429775,1.370950594,2.313928095,0.056,5
ANKS1B,9.68E-07,0.9429775,1.370950594,2.313928095,0.056,5
TPSB2,9.68E-07,0.9429775,1.370950594,2.313928095,0.056,5
AREG,4.49E-05,0.941222471,6.442252886,7.383475357,0.055392835,232
RRAD,3.48E-06,0.939424471,3.191611642,4.131036113,0.061614092,18
MSRB3,2.32E-06,0.939147917,2.625814584,3.564962501,0.054160256,12
AC097375.1,9.68E-07,0.9389775,1.370950594,2.309928095,0.068234888,5
AC119428.2,7.35E-06,0.936819974,4.22109725,5.157917224,0.064950422,38
WARS,8.40E-05,0.936642016,7.041197447,7.977839463,0.053048275,434
CD69,0.000400616,0.935931894,7.859233296,8.79516519,0.021263065,2070
CALD1,9.68E-07,0.9349775,1.370950594,2.305928095,0.078383672,5
KLRC2,2.90E-06,0.933644167,2.955913095,3.889557262,0.04864383,15
MARCO,2.21E-05,0.933492704,5.643215374,6.576708078,0.067911796,114
S100A11,0.000786717,0.927940571,7.997937127,8.925877699,0.016981055,4065
MAL,3.75E-05,0.926739748,6.268896525,7.195636273,0.055694733,194
F13A1,2.36E-05,0.926555696,5.735756141,6.662311837,0.077856809,122
CMKLR1,6.97E-06,0.925323788,4.173416585,5.098740373,0.061059909,36
INHBA,9.68E-07,0.921467725,1.370950594,2.29241832,0.127172148,5
DUSP2,0.000254691,0.916775319,7.724580611,8.641355929,0.032848744,1316
TRIB1,5.86E-05,0.915601346,6.73398338,7.649584726,0.054078981,303
NFKBIZ,0.000346039,0.911573525,7.845651409,8.757224934,0.028622513,1788
FPR1,0.000125604,0.908866142,7.364120322,8.272986464,0.04178527,649
IFI6,3.85E-05,0.907579917,6.317233017,7.224812934,0.060444797,199
CD3D,0.000158505,0.906491081,7.506961976,8.413453057,0.042223931,819
MTSS1,3.85E-05,0.901389887,6.325113015,7.226502902,0.061007184,199
PLAC8,0.000190244,0.900813126,7.608413609,8.509226735,0.03455683,983
PHACTR1,8.19E-05,0.90068785,7.059780862,7.960468712,0.045879375,423
CEBPB,0.000302881,0.89917177,7.806520903,8.705692673,0.032269446,1565
TNF,6.31E-05,0.896530667,6.824989639,7.721520305,0.057725284,326
POU2AF1,1.22E-05,0.896509777,4.935192869,5.831702646,0.064596828,63
KCTD12,0.000139925,0.893145699,7.444978345,8.338124044,0.040347122,723
FABP5,3.68E-05,0.893021039,6.277324556,7.170345596,0.064446814,190
GINS2,2.52E-06,0.892307692,2.777362795,3.669670487,0.068802092,13
LYN,0.000226435,0.892071279,7.696425853,8.588497132,0.033551236,1170
ZNF703,3.72E-05,0.891725507,6.289407863,7.181133369,0.060458732,192
P2RY13,6.17E-05,0.888534093,6.808463779,7.696997872,0.059441092,319
COTL1,0.001040634,0.883479601,8.072137862,8.955617463,0.014190718,5377
GAS6,6.97E-06,0.882970767,4.20451146,5.087482227,0.071198332,36
BRCA2,6.19E-06,0.878547807,4.049800876,4.928348684,0.068950471,32
PDLIM1,2.59E-05,0.878056639,5.90200384,6.780060479,0.066188378,134
LINC02345,3.29E-06,0.877778008,3.175123135,4.052901143,0.06937864,17
SERPINF2,4.84E-06,0.875976619,3.719079571,4.59505619,0.064888828,25
CLECL1,8.71E-06,0.875809542,4.50819393,5.384003471,0.071994193,45
APLP2,0.000351652,0.873816491,7.887185178,8.761001669,0.028489048,1817
ID2,0.000468353,0.873127055,7.963501192,8.836628247,0.024043273,2420
ID3,3.27E-05,0.871549268,6.180659522,7.05220879,0.06650107,169
BASP1,6.15E-05,0.871451486,6.823105247,7.694556733,0.062023367,318
RBP7,7.63E-05,0.871083416,7.00874452,7.879827936,0.054955685,394
HMOX1,5.28E-05,0.870939094,6.671365912,7.542305007,0.054884143,273
FAM111B,2.52E-06,0.869982693,2.81507241,3.685055103,0.046153846,13
LINC00309,2.52E-06,0.866314738,2.807390451,3.673705189,0.071554975,13
NEAT1,0.004031899,0.865786897,8.167470223,9.03325712,0.00786048,20833
SEL1L3,2.79E-05,0.865321129,6.005295856,6.870616985,0.062732075,144
LINC02397,7.55E-06,0.865296753,4.333622335,5.198919087,0.065566431,39
HCAR2,2.01E-05,0.86437567,5.6027957,6.46717137,0.066074769,104
IGFBP4,5.81E-06,0.8613203,3.973557262,4.834877562,0.068658577,30
PHLDA2,2.30E-05,0.860808176,5.78462336,6.645431537,0.05917517,119
HLA-DMB,0.000177471,0.859628215,7.612768713,8.472396928,0.03660504,917
CPPED1,0.000118636,0.859523037,7.369060402,8.228583439,0.035881443,613
LCNL1,1.74E-06,0.856939014,2.281036113,3.137975126,0.087728903,9
LIPA,9.66E-05,0.856145038,7.238549593,8.094694631,0.050779131,499
ANXA1,0.000782265,0.855455226,8.070314694,8.92576992,0.017861058,4042
RAD51AP1,1.94E-06,0.85348875,2.446439345,3.299928095,0.062577951,10
CYYR1,1.35E-06,0.851428571,1.950212065,2.801640636,0.04,7
LILRB2,0.000120378,0.850468777,7.387331227,8.237800004,0.045263738,622
FGR,0.00020863,0.849577568,7.71458735,8.564164918,0.033123537,1078
ADGRE2,4.70E-05,0.847248955,6.58484162,7.432090575,0.063736394,243
FCGR2B,1.74E-05,0.847054448,5.444290041,6.291344489,0.056649496,90
CAMK1,3.74E-05,0.846937139,6.343850015,7.190787154,0.056969812,193
NLRP3,7.72E-05,0.846684158,7.05734359,7.904027748,0.051049246,399
ASAH1,0.000259917,0.845723134,7.808357314,8.654080448,0.034673869,1343
FAM117A,4.01E-05,0.845277803,6.424281183,7.269558987,0.0543235,207
ANXA2,0.000361909,0.843935394,7.919264383,8.763199778,0.029979408,1870
ABO,1.55E-06,0.841860938,2.155639062,2.9975,0.024874686,8
AC020916.1,0.000219855,0.839973167,7.742450884,8.582424052,0.034000764,1136
MX1,3.87E-05,0.839121897,6.391169887,7.230291784,0.073705927,200
SECTM1,3.54E-05,0.837507826,6.298006307,7.135514133,0.062025676,183
AR,1.35E-06,0.834285714,1.950212065,2.784497779,0.077512343,7
FTL,0.00696704,0.834253119,8.209245651,9.04349877,0.005536398,35999
MIR3945HG,5.81E-06,0.832600861,4.00291008,4.83551094,0.081473842,30
IGFBP7,3.43E-05,0.830986922,6.276260796,7.107247718,0.055606304,177
TNFRSF1B,0.000216178,0.83073465,7.737310156,8.568044806,0.031233772,1117
COL24A1,1.55E-06,0.829360938,2.155639062,2.985,0.05937171,8
AC004817.3,4.45E-06,0.827907885,3.638147696,4.466055581,0.07076245,23
ETV7,1.55E-06,0.826860938,2.155639062,2.9825,0.063786754,8
ARHGEF40,5.15E-05,0.825938304,6.69737338,7.523311684,0.051555799,266
SASH1,1.51E-05,0.825703844,5.282340284,6.108044127,0.064970661,78
RNF130,0.000218307,0.82510922,7.752018318,8.577127537,0.036381422,1128
CHMP1B,0.000221597,0.825034023,7.756885282,8.581919305,0.033544846,1145
PPP1R14B,8.57E-05,0.823284722,7.170530869,7.993815591,0.048208904,443
ANXA5,0.000222758,0.822535091,7.76393142,8.586466511,0.036218041,1151
SMIM5,2.90E-06,0.819985983,3.056564762,3.876550746,0.078747434,15
CLU,5.61E-06,0.818437147,3.978333581,4.796770728,0.068286294,29
HCK,0.000134893,0.814333635,7.508128251,8.322461886,0.041002761,697
BLVRB,0.000155214,0.813101114,7.590603218,8.403704331,0.041501799,802
SAT1,0.001742582,0.811115154,8.186649467,8.99776462,0.010379238,9004
FCGRT,0.000247337,0.810942269,7.819592377,8.630534647,0.032981795,1278
AQP3,4.28E-05,0.810340264,6.533017918,7.343358182,0.061182323,221
CD3E,0.000156376,0.809434091,7.598939298,8.408373389,0.035677116,808
C2,5.81E-06,0.808733863,4.031401845,4.840135708,0.064191183,30
CD38,1.22E-05,0.808519112,5.024644806,5.833163918,0.071496211,63
CTSB,0.000225274,0.807358876,7.783033849,8.590392725,0.033919409,1164
PTPRE,0.000200308,0.806968265,7.731436764,8.538405029,0.03355107,1035
TNFRSF17,3.10E-06,0.806389133,3.155639062,3.962028195,0.061776244,16
PILRA,0.000103154,0.805209747,7.316451794,8.121661541,0.045423203,533
LMO2,0.000125991,0.80509002,7.46380886,8.26889888,0.044388954,651
SH2D1B,6.00E-06,0.80505706,4.079376456,4.884433516,0.070242772,31
ALDH1A1,3.33E-05,0.804769334,6.264034616,7.068803949,0.061922584,172
PASK,2.32E-05,0.801684594,5.833822629,6.635507223,0.060604794,120
TIMP1,0.000176697,0.799440991,7.676086745,8.475527735,0.039046613,913
KLK1,2.71E-06,0.799269643,2.985228136,3.784497779,0.052372294,14
CTSZ,0.000275399,0.799108372,7.879215542,8.678323914,0.031015967,1423
LTK,1.06E-05,0.798836965,4.872738469,5.671575434,0.05972149,55
SIGLEC10,3.89E-05,0.798174871,6.441436348,7.239611219,0.061608696,201
CD82,3.23E-05,0.797798245,6.240782997,7.038581241,0.053450361,167
TSC22D1,1.78E-05,0.797506467,5.518340153,6.31584662,0.069268421,92
EGR1,0.000209598,0.796887894,7.761604172,8.558492066,0.030816487,1083
CDA,8.67E-05,0.794395998,7.209595934,8.003991931,0.050027384,448
S100A10,0.000738914,0.793083446,8.119932961,8.913016407,0.016909776,3818
RGS18,6.79E-05,0.792661988,6.999612037,7.792274026,0.052761431,351
AC090673.1,9.68E-07,0.792,1.521928095,2.313928095,0.056,5
NEFH,9.68E-07,0.792,1.521928095,2.313928095,0.056,5
IFIT1,3.48E-06,0.790407702,3.350209029,4.140616731,0.061558507,18
LRP1,8.48E-05,0.790397733,7.185747872,7.976145605,0.049255823,438
ATP2B1-AS1,0.000293979,0.790261214,7.907346003,8.697607218,0.029496234,1519
LILRB4,3.21E-05,0.789600925,6.234091561,7.023692486,0.062102324,166
AIM2,6.77E-06,0.788170884,4.260529532,5.048700417,0.072818898,35
KCND3,9.68E-07,0.788,1.521928095,2.309928095,0.068234888,5
IL19,9.68E-07,0.788,1.521928095,2.309928095,0.068234888,5
TBX21,1.22E-05,0.787380633,5.046657852,5.834038485,0.076950947,63
TNFSF13B,0.000127926,0.786696298,7.492486814,8.279183112,0.045947828,661
EOMES,9.68E-06,0.786126338,4.74346519,5.529591527,0.071992634,50
IL6,1.16E-06,0.785814584,1.79248125,2.578295834,0.046666667,6
OSR2,1.16E-06,0.785814584,1.79248125,2.578295834,0.046666667,6
AP001453.2,1.16E-06,0.785814584,1.79248125,2.578295834,0.046666667,6
UBE2C,1.16E-06,0.785814584,1.79248125,2.578295834,0.046666667,6
CYB561A3,6.39E-05,0.785615348,6.950884942,7.736500291,0.051993626,330
LILRB1,6.99E-05,0.784611003,7.034160701,7.818771704,0.049910445,361
KLRG1,4.30E-05,0.783930552,6.554890966,7.338821518,0.056382475,222
GSTP1,0.000472417,0.783664668,8.04804827,8.831712937,0.022488178,2441
MMP19,1.16E-06,0.78248125,1.79248125,2.574962501,0.056862407,6
PDCD1,1.94E-06,0.782,2.521928095,3.303928095,0.057236352,10
CHI3L2,1.51E-05,0.781132498,5.32394429,6.105076788,0.06845232,78
PLEK,0.000268819,0.780937876,7.88370215,8.664640026,0.033094403,1389
NCR3,2.21E-05,0.780483696,5.815003172,6.595486868,0.061461685,114
BRI3,0.000350491,0.779818529,7.974229317,8.754047846,0.028162067,1811
TKT,0.000453838,0.779263833,8.04469748,8.823961313,0.026475121,2345
FAM69B,1.16E-06,0.779147917,1.79248125,2.571629167,0.065319726,6
C11orf96,2.90E-06,0.778163408,3.106890596,3.885054004,0.054926265,15
LEF1,3.79E-05,0.778148142,6.420696901,7.198845042,0.055819989,196
HACD1,1.94E-06,0.778,2.521928095,3.299928095,0.068673139,10
LRRC25,0.000105089,0.7776875,7.365416979,8.143104479,0.039067431,543
VEGFA,2.50E-05,0.777629272,5.955886438,6.733515709,0.060874537,129
AL355075.4,3.21E-05,0.775923566,6.249694516,7.025618082,0.062762359,166
GPM6B,1.01E-05,0.775106932,4.817436892,5.592543824,0.069125587,52
TMIGD2,1.22E-05,0.774969349,5.06022536,5.835194709,0.060808463,63
ABI3,4.92E-05,0.774579337,6.708354731,7.482934068,0.058752026,254
AC018413.1,1.16E-06,0.77248125,1.79248125,2.564962501,0.079162281,6
GSN,4.80E-05,0.771984788,6.676320041,7.448304829,0.054187402,248
BCL2A1,7.14E-05,0.771400226,7.061896094,7.83329632,0.052385355,369
CAPG,0.000151731,0.7711446,7.61935252,8.39049712,0.037437755,784
S100A6,0.00224461,0.771133336,8.242704323,9.013837659,0.009119688,11598
GABARAPL1,7.61E-05,0.768252171,7.116687647,7.884939819,0.055032942,393
NDRG2,8.32E-06,0.766254965,4.565344987,5.331599952,0.065681614,43
AC103591.3,4.01E-05,0.765505924,6.492238303,7.257744228,0.060037504,207
RAB31,0.00010954,0.764091091,7.411409847,8.175500938,0.043789808,566
MGST1,6.56E-05,0.762149299,6.996887623,7.759036922,0.052435069,339
NCF1,0.00023108,0.761861662,7.843190541,8.605052203,0.03524616,1194
CPNE5,1.28E-05,0.761498145,5.136573711,5.898071856,0.065253627,66
CEBPA,8.98E-05,0.758746329,7.276218632,8.034964962,0.045786908,464
CENPE,4.26E-06,0.75680184,3.658993415,4.415795255,0.060956562,22
SMC2,1.45E-05,0.754918026,5.308558024,6.06347605,0.06335973,75
RAB32,0.000100444,0.753639831,7.358949804,8.112589635,0.039127644,519
LOH12CR2,9.48E-06,0.753382724,4.74216112,5.495543844,0.06964533,49
TRAF4,1.16E-05,0.753301308,5.028072996,5.781374304,0.068048345,60
AKR1C3,9.10E-06,0.752640543,4.687463586,5.440104128,0.062261156,47
FTH1,0.005936663,0.752591252,8.289357688,9.04194894,0.006415444,30675
STXBP2,0.000218694,0.751664637,7.827099572,8.578764209,0.038258485,1130
NAAA,0.000125023,0.747664434,7.515508507,8.26317294,0.047494554,646
NCAM1,4.45E-06,0.745961462,3.729446195,4.475407657,0.061478707,23
ITGAX,8.96E-05,0.742197357,7.285019174,8.02721653,0.043126943,463
COBLL1,9.29E-06,0.741913539,4.735902344,5.477815884,0.064450958,48
SERPINB1,0.00027656,0.740855313,7.937477146,8.678332459,0.031069197,1429
TSPO,0.000549637,0.740577048,8.126800946,8.867377994,0.021253675,2840
S1PR3,2.61E-05,0.740260266,6.045272034,6.7855323,0.063665763,135
CD93,7.53E-05,0.740212279,7.140186228,7.880398506,0.052849646,389
KIF11,1.74E-06,0.739431945,2.419381946,3.15881389,0.04843221,9
REG4,1.55E-06,0.7375,2.25,2.9875,0.054486237,8
VNN3,7.35E-06,0.737144095,4.428995527,5.166139622,0.057399018,38
MEGF9,9.15E-05,0.736404762,7.306179336,8.042584097,0.050821276,473
TIGIT,1.20E-05,0.735915079,5.074691068,5.810606148,0.071519084,62
SH3PXD2B,1.55E-06,0.735,2.25,2.985,0.069101375,8
DPYSL2,8.19E-05,0.733085719,7.222452257,7.955537975,0.049588381,423
KLF10,0.000110508,0.732782897,7.453435308,8.186218204,0.042798066,571
SIGLEC1,1.55E-06,0.7325,2.25,2.9825,0.072929761,8
PECAM1,0.000133152,0.731439931,7.576634308,8.308074239,0.045309513,688
CD3G,0.000110895,0.730926991,7.45250451,8.183431501,0.047871176,573
AEBP1,1.74E-06,0.730543056,2.419381946,3.149925001,0.063595947,9
CX3CR1,5.65E-05,0.729404375,6.888474055,7.61787843,0.053976526,292
MCEMP1,3.35E-05,0.728443813,6.341283162,7.069726975,0.053634721,173
SLC7A11,1.74E-06,0.728320834,2.419381946,3.147702779,0.066666667,9
ITM2A,3.58E-05,0.726974336,6.42426601,7.151240346,0.063813405,185
FCMR,5.52E-05,0.726848842,6.865136585,7.591985427,0.059865694,285
CLIC2,5.03E-06,0.726521721,3.921029622,4.647551343,0.068278502,26
PEG10,1.55E-06,0.725,2.25,2.975,0.075,8
AC084018.2,3.48E-06,0.724980026,3.413833864,4.13881389,0.052304899,18
CLEC12A,8.53E-05,0.724358142,7.260032212,7.984390354,0.050580529,441
GCNT4,2.71E-06,0.724270697,3.039148672,3.763419368,0.08061732,14
CDH23,1.88E-05,0.724055939,5.667916677,6.391972616,0.062506668,97
DST,2.44E-05,0.723692113,5.979275114,6.702967227,0.062822847,126
MED12L,1.74E-06,0.723037625,2.419381946,3.142419571,0.083504203,9
GCA,0.00012483,0.722641669,7.53786183,8.260503499,0.044957531,645
GLUL,0.000129281,0.722326681,7.573462907,8.295789588,0.045194728,668
DHRS9,5.81E-06,0.721791336,4.11850778,4.840299116,0.064556897,30
NEIL1,1.05E-05,0.721699059,4.895510244,5.617209303,0.074591628,54
FCGR2A,9.12E-05,0.721113942,7.319296065,8.040410007,0.04227424,471
ISG15,8.28E-05,0.720012355,7.245167425,7.96517978,0.053727565,428
CFH,1.74E-06,0.719431945,2.419381946,3.13881389,0.08326664,9
CD33,6.91E-05,0.719335873,7.084983293,7.804319166,0.053616469,357
SWAP70,4.90E-05,0.718367655,6.764084524,7.482452179,0.05138378,253
IGLC5,2.52E-06,0.717675,2.968918564,3.686593564,0.044027963,13
PYCARD,0.000243273,0.717567873,7.909130562,8.626698435,0.030194171,1257
STAB1,5.46E-05,0.717108426,6.865984731,7.583093157,0.061573369,282
VNN2,3.50E-05,0.716844411,6.409932111,7.126776522,0.059810653,181
TSPAN13,1.78E-05,0.716658854,5.604764945,6.321423799,0.066850986,92
PCSK1N,3.29E-06,0.716169853,3.337175341,4.053345194,0.062905432,17
SIRPA,5.86E-05,0.714021017,6.94655472,7.660575737,0.05545269,303
LDLRAD4,1.88E-05,0.713678049,5.675937039,6.389615088,0.063732017,97
JAML,0.000206114,0.713018514,7.838280643,8.551299156,0.031719298,1065
SRGN,0.00115927,0.711923158,8.253547725,8.965470882,0.013651522,5990
AC064805.1,1.24E-05,0.711919207,5.155639062,5.86755827,0.065707021,64
CXXC5,4.94E-05,0.71168325,6.766500187,7.478183437,0.05664056,255
ALOX5AP,8.01E-05,0.711648936,7.213680803,7.92532974,0.048843093,414
IL4R,6.43E-05,0.711582137,7.02972043,7.741302568,0.053653103,332
TIMP2,0.000114185,0.711562319,7.491845401,8.20340772,0.051600033,590
CD163,4.63E-05,0.710929581,6.71428033,7.425209911,0.058221739,239
RNF144B,2.61E-05,0.709856239,6.071891501,6.781747741,0.067374048,135
H1F0,2.36E-05,0.709835804,5.959397227,6.669233031,0.061546761,122
TMEM176A,3.95E-05,0.707927763,6.546128193,7.254055956,0.053160933,204
EBF1,7.16E-06,0.707617166,4.411891879,5.119509045,0.073591707,37
LHFPL2,7.93E-06,0.707182842,4.558652309,5.265835151,0.065539982,41
AL135791.1,1.05E-05,0.706771423,4.917493411,5.624264833,0.065744985,54
RXRA,0.000116895,0.7066025,7.518684825,8.225287324,0.046734209,604
ELOVL4,2.32E-06,0.706240625,2.855388542,3.561629167,0.066749948,12
TTN,1.22E-05,0.704325486,5.127918415,5.832243901,0.064241593,63
TLR10,1.20E-05,0.703600803,5.106949133,5.810549935,0.069739727,62
TALDO1,0.000309848,0.703350006,8.014312904,8.717662911,0.028345804,1601
HEMGN,2.32E-06,0.702907292,2.855388542,3.558295834,0.065489609,12
LY86,0.000131603,0.701308674,7.600741248,8.302049921,0.039698053,680
VMO1,2.13E-06,0.699313739,2.732158891,3.43147263,0.073377955,11
POU2F2,0.000317203,0.698959175,8.017650612,8.716609787,0.028873352,1639
VIM,0.002365569,0.698221275,8.317895053,9.016116328,0.009981604,12223
TRIM58,2.13E-06,0.698181818,2.732158891,3.43034071,0.066655646,11
